PROD_DATE,WELL_NAME,ON_STREAM_HRS,BOTTOMHOLE_FLOWING_PRESSURE (PSI),DOWNHOLE_TEMPERATURE (deg F),ANNULUS_PRESS (PSI),CHOKE_SIZE (%),WELL_HEAD_PRESSURE (PSI),WELL_HEAD_TEMPERATURE (deg F),CUMULATIVE_OIL_PROD (STB),CUMULATIVE_FORMATION_GAS_PROD (MSCF),CUMULATIVE_TOTAL_GAS_PROD (MSCF),CUMULATIVE_WATER_PROD (BBL)
19-Jun-13,Well_#3,24,"2,506",163.139,"1,426.45",10.08136,"1,012.75",78.053,"27,691","16,785","22,078",420
20-Jun-13,Well_#3,24,"2,507",163.151,"1,443.20",10.1238,"1,013.06",78.247,"28,721","17,415","22,925",482
21-Jun-13,Well_#3,19.64,"2,513",163.165,"1,447.00",8.39912,"1,017.26",75.747,"29,419","17,850","23,477",520
22-Jun-13,Well_#3,0,"2,875",159.583,0,1.28745,"1,267.85",34.796,"29,419","17,850","23,477",520
23-Jun-13,Well_#3,0,"2,918",158.716,0,1.21626,"1,072.28",24.242,"29,419","17,850","23,477",520
24-Jun-13,Well_#3,0,"2,940",158.111,0,1.12717,"1,257.82",23.917,"29,419","17,850","23,477",520
25-Jun-13,Well_#3,0,"2,954",157.757,0,1.22977,"1,271.34",22.55,"29,419","17,850","23,477",520
26-Jun-13,Well_#3,0,"2,964",157.488,0,1.23787,"1,279.44",21.375,"29,419","17,850","23,477",520
27-Jun-13,Well_#3,1.69,"2,738",159.804,0,1.57019,"1,140.14",30.968,"29,434","17,860","23,491",521
28-Jun-13,Well_#3,24,"2,595",162.47,199.749,9.48204,"1,044.42",64.954,"30,375","18,447","24,274",575
29-Jun-13,Well_#3,24,"2,540",162.693,729.854,9.64292,"1,032.11",72.043,"31,345","19,051","25,039",633
30-Jun-13,Well_#3,24,"2,512",162.855,"1,028.08",9.84629,"1,011.62",75.917,"32,361","19,681","25,890",696
01-Jul-13,Well_#3,24,"2,472",163.084,"1,350.85",10.23642,983.918,80.523,"33,518","20,388","26,835",778
02-Jul-13,Well_#3,24,"2,469",163.129,"1,435.68",10.22814,981.58,80.391,"34,669","21,091","27,732",860
03-Jul-13,Well_#3,24,"2,469",163.147,"1,498.46",10.20269,981.821,81.314,"35,809","21,785","28,653",942
04-Jul-13,Well_#3,24,"2,471",163.155,"1,523.43",9.94206,983.281,81.407,"36,918","22,462","29,543","1,021"
05-Jul-13,Well_#3,24,"2,471",163.173,"1,522.58",10.16507,982.978,80.254,"38,037","23,144","30,455","1,102"
06-Jul-13,Well_#3,24,"2,471",163.187,"1,571.27",10.16987,983.085,80.765,"39,140","23,818","31,298","1,182"
07-Jul-13,Well_#3,18.64,"2,473",163.208,981.315,8.32474,979.154,80.513,"39,950","24,324","31,951","1,239"
08-Jul-13,Well_#3,0,"2,886",159.929,0,1.13954,3.077,23.98,"39,950","24,324","31,951","1,239"
09-Jul-13,Well_#3,6.36,"2,551",161.756,0.001,3.29758,"1,001.21",57.571,"40,279","24,513","32,208","1,290"
10-Jul-13,Well_#3,24,"2,477",162.579,238.929,10.07243,975.062,71.023,"41,261","25,115","32,960","1,360"
11-Jul-13,Well_#3,22.5,"2,462",162.832,501.298,9.40108,968.256,74.703,"42,209","25,700","33,683","1,418"
12-Jul-13,Well_#3,24,"2,452",162.972,664.592,9.96468,964.537,76.467,"43,251","26,344","34,520","1,479"
13-Jul-13,Well_#3,10.98,"2,442",163.078,789.566,5.41783,942.219,80.785,"43,725","26,644","34,922","1,508"
14-Jul-13,Well_#3,16.27,"2,529",162.026,65.258,6.76533,992.527,63.575,"44,368","27,030","35,434","1,560"
15-Jul-13,Well_#3,9.81,"2,495",162.579,306.465,5.04441,968.629,72.993,"44,678","27,226","35,698","1,577"
16-Jul-13,Well_#3,24,"2,493",162.421,254.379,9.71361,979.687,71.069,"45,712","27,861","36,541","1,648"
17-Jul-13,Well_#3,24,"2,456",162.851,674.52,10.23974,965.198,80.876,"46,787","28,521","37,414","1,712"
18-Jul-13,Well_#3,24,"2,452",162.936,771.902,10.35389,963.339,81.299,"47,929","29,225","38,363","1,781"
19-Jul-13,Well_#3,24,"2,463",162.916,751.73,10.06007,970.172,80.369,"49,037","29,909","39,238","1,847"
20-Jul-13,Well_#3,24,"2,451",162.984,820.862,10.15459,961.903,81.299,"50,161","30,603","40,144","1,915"
21-Jul-13,Well_#3,8.31,"2,458",162.998,843.902,4.53818,964.034,81.412,"50,461","30,801","40,395","1,933"
22-Jul-13,Well_#3,12.36,"2,481",162.058,132.157,5.83822,953.627,68.554,"50,841","31,039","40,697","1,953"
23-Jul-13,Well_#3,24,"2,379",158.475,637.137,10.35392,949.419,78.481,"51,999","31,757","41,606","2,024"
24-Jul-13,Well_#3,24,"2,399",160.811,842.691,10.41746,945.177,79.985,"53,194","32,496","42,570","2,094"
25-Jul-13,Well_#3,24,"2,428",163.019,881.723,10.42921,945.285,79.001,"54,390","33,235","43,536","2,177"
26-Jul-13,Well_#3,24,"2,428",163.061,897.699,10.42832,944.966,78.46,"55,639","34,007","44,550","2,251"
27-Jul-13,Well_#3,24,"2,427",163.089,908.894,10.44692,944.524,77.652,"56,885","34,780","45,600","2,320"
28-Jul-13,Well_#3,24,"2,428",163.11,935.123,10.45133,944.911,78.684,"58,127","35,551","46,568","2,387"
29-Jul-13,Well_#3,24,"2,427",163.129,960.023,10.30125,944.213,81.758,"59,363","36,310","47,562","2,453"
30-Jul-13,Well_#3,24,"2,413",163.206,"1,009.71",10.39258,935.044,79.226,"60,619","37,081","48,521","2,519"
31-Jul-13,Well_#3,24,"2,412",163.232,"1,013.68",10.27192,933.649,77.92,"61,870","37,853","49,526","2,588"
01-Aug-13,Well_#3,24,"2,411",163.248,"1,024.66",10.46785,932.392,79.995,"63,122","38,625","50,569","2,657"
02-Aug-13,Well_#3,24,"2,407",163.276,"1,034.59",10.59236,928.348,82.065,"64,379","39,402","51,540","2,725"
03-Aug-13,Well_#3,24,"2,400",163.321,"1,049.29",10.67274,923.408,81.791,"65,651","40,185","52,553","2,794"
04-Aug-13,Well_#3,12.31,"2,406",163.327,"1,081.94",8.43861,913.056,82.644,"66,306","40,590","53,103","2,828"
05-Aug-13,Well_#3,10.19,"2,509",161.867,27.32,4.59734,972.377,59.193,"66,669","40,825","53,402","2,852"
06-Aug-13,Well_#3,24,"2,393",162.874,700.154,10.3968,910.999,80.574,"67,847","41,554","54,394","2,921"
07-Aug-13,Well_#3,24,"2,394",163.121,938.902,10.45242,916.063,81.177,"69,030","42,289","55,363","2,989"
08-Aug-13,Well_#3,24,"2,396",163.182,985.522,10.42351,917.373,82.081,"70,229","43,031","56,369","3,057"
09-Aug-13,Well_#3,24,"2,397",163.217,999.375,10.44036,918.166,82.479,"71,426","43,771","57,356","3,125"
10-Aug-13,Well_#3,24,"2,398",163.24,"1,005.57",10.30669,918.458,81.93,"72,624","44,515","58,290","3,192"
11-Aug-13,Well_#3,24,"2,399",163.258,"1,034.26",10.51756,918.951,82.102,"73,840","45,266","59,305","3,262"
12-Aug-13,Well_#3,24,"2,399",163.281,"1,034.27",10.62397,918.861,79.957,"75,062","46,021","60,261","3,332"
13-Aug-13,Well_#3,24,"2,400",163.302,"1,029.01",10.39458,919.157,77.884,"76,272","46,776","61,283","3,400"
14-Aug-13,Well_#3,24,"2,400",163.322,"1,034.56",10.6158,919.805,76.217,"77,490","47,538","62,281","3,469"
15-Aug-13,Well_#3,24,"2,401",163.335,"1,049.98",10.52554,920.026,78.453,"78,710","48,293","63,217","3,538"
16-Aug-13,Well_#3,24,"2,402",163.346,"1,076.13",10.52858,920.293,80.043,"79,932","49,047","64,202","3,608"
17-Aug-13,Well_#3,24,"2,391",163.4,"1,099.61",10.60759,913.108,80.202,"81,182","49,817","65,228","3,678"
18-Aug-13,Well_#3,24,"2,390",163.43,"1,138.99",10.71916,912.856,81.11,"82,432","50,588","66,192","3,748"
19-Aug-13,Well_#3,24,"2,395",163.432,"1,137.22",10.65512,915.458,80.966,"83,668","51,349","67,215","3,818"
20-Aug-13,Well_#3,24.31,"2,407",163.396,"1,094.51",10.38878,916.993,78.023,"84,888","52,102","68,179","3,888"
21-Aug-13,Well_#3,7.86,"2,441",162.141,98.149,3.76236,911.926,60.341,"85,139","52,259","68,374","3,900"
22-Aug-13,Well_#3,13.48,"2,398",162.834,676.127,6.63245,894.435,78.67,"85,696","52,604","68,813","3,929"
23-Aug-13,Well_#3,10.36,"2,427",162.233,141.018,5.06575,905.606,64.368,"86,111","52,853","69,135","3,951"
24-Aug-13,Well_#3,24,"2,382",163.021,779.557,10.60308,900.572,76.156,"87,309","53,587","70,070","4,020"
25-Aug-13,Well_#3,24,"2,360",163.257,996.086,10.58723,888.088,76.664,"88,521","54,331","71,080","4,088"
26-Aug-13,Well_#3,24,"2,376",163.289,"1,022.73",10.6194,900.268,79.707,"89,774","55,072","72,052","4,165"
27-Aug-13,Well_#3,17.33,"2,415",162.895,667.616,7.95599,911.683,72.696,"90,547","55,548","72,693","4,211"
28-Aug-13,Well_#3,24,"2,383",163.079,809.781,10.30424,899.037,78.706,"91,702","56,233","73,625","4,292"
29-Aug-13,Well_#3,24,"2,402",163.176,945.374,10.347,915.387,79.279,"92,883","56,907","74,543","4,360"
30-Aug-13,Well_#3,22.67,"2,429",163.048,799.953,9.38536,933.643,75.202,"94,011","57,559","75,359","4,429"
31-Aug-13,Well_#3,24,"2,389",163.303,"1,040.67",10.49189,907.316,77.177,"95,175","58,266","76,234","4,519"
01-Sep-13,Well_#3,24,"2,376",163.391,814.912,10.49317,898.472,77.098,"96,362","58,992","77,195","4,588"
02-Sep-13,Well_#3,24,"2,393",163.353,640.391,10.51915,909.691,81.493,"97,536","59,711","78,104","4,658"
10-Nov-14,Well_#4,17.83,"2,224",148.909,"1,196.52",8.34212,778.87,73.414,824,"1,026","1,408",421
11-Nov-14,Well_#4,20.33,"2,237",148.91,"1,203.45",9.28994,790.234,73.442,"1,770","2,202","3,122",869
12-Nov-14,Well_#4,24,"2,167",149.23,"1,388.16",11.68098,740.518,79.989,"2,937","3,647","5,095","1,434"
13-Nov-14,Well_#4,24,"2,162",149.25,"1,388.62",11.49691,740.674,75.004,"4,026","5,002","7,039","1,925"
14-Nov-14,Well_#4,24,"2,153",149.238,"1,384.74",11.53985,733.084,75.876,"5,129","6,380","8,962","2,420"
15-Nov-14,Well_#4,24,"2,149",149.216,"1,378.33",11.55027,729.853,75.969,"6,117","7,623","10,686","2,899"
16-Nov-14,Well_#4,24,"2,149",149.185,"1,346.54",11.73195,729.387,75.864,"7,187","8,956","12,558","3,391"
17-Nov-14,Well_#4,24,"2,148",149.166,"1,344.91",11.77022,728.21,76.881,"8,276","10,284","14,427","3,866"
18-Nov-14,Well_#4,0,"2,151",149.207,"1,339.80",12,730.8,77.76,"9,302","11,577","16,325","4,327"
19-Nov-14,Well_#4,24,"2,151",149.207,"1,339.80",12,730.8,77.76,"10,386","12,937","18,243","4,788"
20-Nov-14,Well_#4,24,"2,151",149.207,"1,339.80",12,730.8,77.76,"11,390","14,194","20,022","5,215"
21-Nov-14,Well_#4,22.17,"2,172",148.961,"1,221.38",10.81481,739.872,78.175,"12,287","15,319","21,607","5,674"
22-Nov-14,Well_#4,24,"2,144",149.075,"1,288.90",11.80996,719.411,80.863,"13,246","16,527","23,315","6,127"
23-Nov-14,Well_#4,24,"2,103",149.192,"1,294.75",12.23259,693.944,80.872,"14,209","17,749","25,018","6,561"
24-Nov-14,Well_#4,24,"2,082",149.226,"1,257.59",12.91373,678.72,76.287,"15,191","18,998","26,754","7,062"
25-Nov-14,Well_#4,24,"2,055",149.286,"1,244.99",13.87064,659.628,81.98,"16,213","20,291","28,484","7,580"
26-Nov-14,Well_#4,24,"2,054",149.272,"1,221.82",13.85262,660.341,79.846,"17,219","21,577","30,238","8,098"
27-Nov-14,Well_#4,24,"2,053",149.258,"1,193.13",13.94823,658.765,82.319,"18,225","22,861","32,028","8,612"
28-Nov-14,Well_#4,24,"2,055",149.242,"1,164.37",13.96401,660.335,81.604,"19,275","24,185","33,964","9,290"
29-Nov-14,Well_#4,24,"2,054",149.228,"1,129.14",14.15601,659.226,79.192,"20,222","25,380","35,655","9,754"
30-Nov-14,Well_#4,24,"2,056",149.211,"1,109.26",14.21589,659.573,81.682,"21,168","26,584","37,384","10,217"
01-Dec-14,Well_#4,24,"2,057",149.194,"1,090.32",14.21308,660.117,81.078,"22,088","27,747","39,001","10,659"
02-Dec-14,Well_#4,24,"2,056",149.187,"1,073.60",14.24858,659.312,81.753,"22,996","28,880","40,597","11,167"
03-Dec-14,Well_#4,24,"2,054",149.185,"1,046.11",14.28488,658.621,81.08,"23,933","30,066","42,317","11,689"
04-Dec-14,Well_#4,24,"2,055",149.173,"1,027.21",14.34772,659.139,81.13,"24,835","31,207","43,835","12,131"
05-Dec-14,Well_#4,24,"2,056",149.156,"1,013.54",14.35086,659.33,81.684,"25,733","32,350","45,379","12,883"
06-Dec-14,Well_#4,15.94,"2,064",149.157,985.289,17.67077,661.374,81.273,"26,358","33,205","46,596","13,401"
07-Dec-14,Well_#4,5.39,"2,118",147.673,341.763,12.37931,696.64,60.37,"26,587","33,530","47,057","13,490"
08-Dec-14,Well_#4,24,"2,055",148.693,840.674,14.74457,617.204,80.764,"27,290","34,445","48,382","13,921"
09-Dec-14,Well_#4,24,"2,053",148.912,908.416,13.40579,634.033,80.67,"28,083","35,498","49,866","14,343"
10-Dec-14,Well_#4,17.11,"2,064",148.958,912.013,14.88504,638.685,80.235,"28,707","36,357","51,073","14,673"
11-Dec-14,Well_#4,17.72,"2,093",148.495,707.307,14.92279,639.814,76.397,"29,451","37,400","52,481","15,018"
12-Dec-14,Well_#4,24,"2,051",148.956,920.238,15.04946,633.869,81.899,"30,317","38,542","54,047","15,487"
13-Dec-14,Well_#4,24,"2,051",149.025,930.224,14.97631,640.903,79.447,"31,213","39,718","55,740","15,947"
14-Dec-14,Well_#4,24,"2,054",149.047,930.605,14.97278,645.009,80.938,"32,153","40,949","57,437","16,477"
15-Dec-14,Well_#4,24,"2,039",147.812,916.818,14.89048,643.564,80.295,"33,115","42,206","59,253","17,012"
16-Dec-14,Well_#4,24,"2,055",149.087,916.598,15.24322,648.963,80.102,"34,080","43,466","60,934","17,562"
17-Dec-14,Well_#4,24,"2,040",147.9,881.804,15.05915,647.027,77.117,"35,050","44,727","62,613","18,111"
18-Dec-14,Well_#4,24,"2,059",149.103,883.071,15.52333,653.17,79.531,"36,027","46,001","64,478","18,632"
19-Dec-14,Well_#4,24,"2,064",149.103,881.755,15.4137,656.539,79.934,"37,021","47,311","66,293","19,181"
20-Dec-14,Well_#4,24,"2,061",149.134,873.41,15.62836,655.128,77.941,"38,023","48,596","68,092","19,688"
21-Dec-14,Well_#4,24,"2,056",149.184,862.564,15.92248,653.559,78.671,"39,054","49,911","69,939","20,214"
22-Dec-14,Well_#4,24,"2,060",149.204,858.892,15.97342,657.417,81.85,"40,063","51,206","71,789","20,813"
23-Dec-14,Well_#4,24,"2,058",149.239,851.16,16.13627,657.735,83.575,"41,059","52,482","73,568","21,390"
24-Dec-14,Well_#4,24,"2,055",149.259,825.47,16.34559,656.462,82.133,"42,106","53,822","75,389","21,963"
25-Dec-14,Well_#4,24,"2,058",149.264,803.609,16.21726,658.793,79.516,"43,144","55,162","77,229","22,497"
26-Dec-14,Well_#4,24,"2,061",149.269,794.577,16.19581,661.07,82.154,"44,159","56,455","78,968","23,044"
27-Dec-14,Well_#4,24,"2,062",149.276,791.318,16.15778,662.092,83.953,"45,181","57,740","80,750","23,595"
28-Dec-14,Well_#4,24,"2,065",149.153,769.784,16.60875,655.174,82.046,"46,227","59,058","82,576","24,110"
29-Dec-14,Well_#4,24,"2,069",149.091,754.584,16.69452,654.722,80.872,"47,284","60,406","84,392","24,668"
30-Dec-14,Well_#4,24,"2,064",149.098,741.657,16.83836,655.832,80.049,"48,343","61,793","86,338","25,228"
31-Dec-14,Well_#4,24,"2,065",149.105,726.394,16.78351,658.252,80.996,"49,399","63,169","88,237","25,781"
01-Jan-15,Well_#4,24,"2,065",149.11,724.606,16.79768,657.066,84.352,"50,451","64,536","90,185","26,332"
02-Jan-15,Well_#4,24,"2,064",149.117,712.487,16.77707,658.05,83.199,"51,504","65,898","92,135","26,876"
03-Jan-15,Well_#4,24,"2,043",147.665,695.242,15.96138,648.428,83.79,"52,554","67,259","94,125","27,405"
04-Jan-15,Well_#4,24,"2,050",149.156,685.396,17.271,647.839,82.12,"53,632","68,659","96,113","27,967"
05-Jan-15,Well_#4,24,"1,972",149.309,666.957,20.36496,592.699,83.165,"54,845","70,226","98,350","28,619"
06-Jan-15,Well_#4,24,"1,955",149.365,624.362,20.64924,583.039,79.436,"56,064","71,812","100,524","29,280"
07-Jan-15,Well_#4,24,"1,962",149.361,600.119,20.20724,588.482,83.84,"57,274","73,385","102,699","29,937"
08-Jan-15,Well_#4,24,"1,960",149.371,638.877,20.02868,586.784,83.394,"58,476","74,934","104,859","30,582"
09-Jan-15,Well_#4,24,"1,960",149.378,642.874,20.39665,586.866,83.458,"59,690","76,480","107,028","31,235"
10-Jan-15,Well_#4,24,"1,958",149.387,615.685,20.60106,586.115,84.158,"60,913","78,035","109,142","31,896"
11-Jan-15,Well_#4,24,"1,959",149.386,584.508,20.5596,586.271,84.431,"62,131","79,585","111,301","32,576"
12-Jan-15,Well_#4,24,"1,959",149.323,544.878,20.87011,584.808,83.872,"63,349","81,154","113,462","33,243"
13-Jan-15,Well_#4,24,"1,958",149.117,507.38,21.26967,582.721,85.551,"64,597","82,750","115,786","33,923"
14-Jan-15,Well_#4,24,"2,064",148.319,503.409,21.92727,669.436,87.627,"66,229","84,818","118,547","34,745"
15-Jan-15,Well_#4,24,"2,147",147.868,608.353,22.46525,753.725,88.266,"68,231","87,342","122,114","35,507"
16-Jan-15,Well_#4,24,"2,150",147.895,652.527,22.46576,759.52,88.276,"70,257","89,873","125,580","36,251"
17-Jan-15,Well_#4,24,"2,148",147.982,659.234,22.26938,762.502,90.027,"72,278","92,395","129,168","36,988"
18-Jan-15,Well_#4,24,"2,145",148.08,652.668,21.96316,763.044,89.377,"74,279","94,907","132,771","37,717"
19-Jan-15,Well_#4,24,"2,147",148.124,642.684,21.74764,764.395,89.155,"76,314","97,453","136,244","38,500"
20-Jan-15,Well_#4,24,"2,146",148.147,634.278,21.83396,760.382,89.737,"78,379","100,028","139,721","39,239"
21-Jan-15,Well_#4,24,"2,150",147.925,500.522,12.00069,"1,098.04",66.956,"79,524","101,518","141,828","39,669"
22-Jan-15,Well_#4,23.83,"2,064",147.85,546.782,4.40473,"1,433.77",43.483,"79,858","101,964","142,462","39,798"
23-Jan-15,Well_#4,24,"2,147",147.839,694.727,4.48335,"1,464.32",47.423,"80,215","102,435","143,109","39,951"
24-Jan-15,Well_#4,24,"2,150",147.592,841.09,7.32114,"1,375.30",56.92,"81,015","103,473","144,565","40,257"
25-Jan-15,Well_#4,24,"2,204",148.009,"1,382.40",25.63936,737.03,89.778,"83,010","105,988","148,254","41,029"
26-Jan-15,Well_#4,24,"2,149",148.161,"1,341.37",24.68595,734.43,90.636,"84,965","108,402","151,745","41,759"
27-Jan-15,Well_#4,24,"2,147",148.176,"1,292.77",23.0897,736.291,88.175,"86,978","110,716","155,138","42,504"
28-Jan-15,Well_#4,24,"2,156",148.171,"1,281.46",21.52402,744.332,90.638,"88,813","112,979","158,235","43,180"
29-Jan-15,Well_#4,24,"2,154",148.191,"1,246.90",21.99374,744.058,89.971,"90,741","115,368","161,677","43,908"
30-Jan-15,Well_#4,24,"2,150",148.216,"1,222.18",21.94723,740.925,89.636,"92,659","117,706","164,884","44,615"
31-Jan-15,Well_#4,24,"2,155",148.22,"1,197.60",21.56691,745.805,89.407,"94,470","119,981","168,042","45,303"
01-Feb-15,Well_#4,24,"2,158",148.223,"1,174.98",21.32053,747.428,89.555,"96,295","122,264","171,174","45,983"
02-Feb-15,Well_#4,24,"2,153",148.247,"1,164.44",21.49887,743.591,90.087,"98,122","124,513","174,249","46,664"
03-Feb-15,Well_#4,24,"2,151",148.256,"1,141.29",21.46538,741.107,89.874,"99,940","126,782","177,280","47,342"
04-Feb-15,Well_#4,24,"2,150",148.268,"1,115.47",21.47562,740.903,89.723,"101,750","129,047","180,392","48,017"
05-Feb-15,Well_#4,24,"2,150",148.278,"1,095.50",21.45566,739.499,89.409,"103,558","131,303","183,433","48,699"
06-Feb-15,Well_#4,24,"2,149",148.135,"1,074.20",21.38385,739.388,90.086,"105,349","133,535","186,417","49,503"
07-Feb-15,Well_#4,24,"2,153",148.28,"1,055.84",20.96206,744.479,89.734,"107,113","135,729","189,456","50,295"
08-Feb-15,Well_#4,24,"2,153",148.282,"1,033.19",20.97055,744.017,87.648,"108,872","137,919","192,421","51,084"
09-Feb-15,Well_#4,24,"2,150",148.29,"1,016.09",21.01584,741.44,88.068,"110,616","140,109","195,565","51,878"
10-Feb-15,Well_#4,24,"2,150",148.291,997.898,21.00344,741.59,88.462,"112,366","142,289","198,750","52,668"
11-Feb-15,Well_#4,24,"2,154",148.292,986.093,20.70422,744.921,87.003,"114,095","144,460","201,757","53,447"
12-Feb-15,Well_#4,24,"2,162",148.278,980.561,20.49373,751.095,88.95,"115,804","146,658","204,816","54,228"
13-Feb-15,Well_#4,24,"2,162",148.298,973.648,20.47694,750.881,87.982,"117,518","148,865","207,752","55,037"
14-Feb-15,Well_#4,24,"2,162",148.32,974.518,20.78581,749.843,90.254,"119,287","151,115","210,966","55,884"
15-Feb-15,Well_#4,24,"2,163",148.344,966.124,20.94946,749.985,90.344,"121,056","153,367","214,026","56,742"
16-Feb-15,Well_#4,24,"2,167",148.365,968.071,20.52399,753.032,90.728,"122,837","155,640","217,207","57,606"
17-Feb-15,Well_#4,24,"2,171",148.387,960.12,20.98104,757.562,90.579,"124,640","157,943","220,419","58,463"
18-Feb-15,Well_#4,24,"2,175",148.421,960.421,20.98662,760.211,90.779,"126,460","160,199","223,645","59,330"
19-Feb-15,Well_#4,24,"2,172",148.468,960.269,21.23229,757.764,90.912,"128,275","162,460","226,722","60,192"
20-Feb-15,Well_#4,24,"2,171",148.5,952.327,21.25809,756.368,91.099,"130,108","164,774","230,109","61,013"
21-Feb-15,Well_#4,24,"2,172",148.504,944.619,21.25069,756.255,91.225,"131,940","167,075","233,292","61,851"
22-Feb-15,Well_#4,24,"2,170",148.516,939.276,21.30261,755.681,91.176,"133,859","169,456","236,709","62,682"
23-Feb-15,Well_#4,24,"2,168",148.538,937.123,21.29273,755.966,91.098,"135,768","171,826","240,133","63,511"
24-Feb-15,Well_#4,24,"2,165",148.557,925.421,21.39999,754.078,90.735,"137,668","174,186","243,443","64,353"
25-Feb-15,Well_#4,24,"2,164",148.57,918.109,21.41682,753.417,90.696,"139,567","176,541","246,847","65,182"
26-Feb-15,Well_#4,24,"2,161",148.584,914.174,21.51103,751.523,90.355,"141,483","178,911","250,286","66,018"
27-Feb-15,Well_#4,24,"2,159",148.596,906.011,21.55464,749.672,89.685,"143,397","181,274","253,455","66,849"
28-Feb-15,Well_#4,24,"2,159",148.598,903.818,21.45883,749.453,90.354,"145,304","183,621","256,742","67,657"
01-Mar-15,Well_#4,24,"2,158",148.603,897.093,21.41851,748.589,90.81,"147,215","185,973","259,935","68,455"
02-Mar-15,Well_#4,24,"2,158",148.606,890.527,21.36788,747.992,90.853,"149,120","188,306","263,085","69,250"
03-Mar-15,Well_#4,24,"2,158",148.622,890.733,21.39576,745.398,90.826,"151,013","190,620","266,394","70,043"
04-Mar-15,Well_#4,24,"2,157",148.631,883.405,21.46273,741.602,89.755,"152,887","192,937","269,491","70,836"
05-Mar-15,Well_#4,24,"2,154",148.641,878.755,21.61467,735.459,88.686,"154,739","195,247","272,584","71,640"
06-Mar-15,Well_#4,24,"2,153",148.642,867.741,21.67387,730.713,89.163,"156,594","197,575","275,834","72,445"
07-Mar-15,Well_#4,24,"2,152",148.653,849.198,21.68166,729.112,88.615,"158,414","199,856","278,978","73,250"
08-Mar-15,Well_#4,24,"2,152",148.66,833.089,21.68359,726.622,90.509,"160,239","202,129","282,220","74,052"
09-Mar-15,Well_#4,24,"2,153",148.679,820.336,21.63072,725.213,90.401,"162,038","204,431","285,425","74,851"
10-Mar-15,Well_#4,24,"2,155",148.704,796.957,21.70907,723.807,90.412,"163,848","206,690","288,506","75,656"
11-Mar-15,Well_#4,24,"2,157",148.699,781.832,21.64983,725.684,90.696,"165,654","208,950","291,769","76,456"
12-Mar-15,Well_#4,24,"2,156",148.693,761.558,21.60531,724.96,88.134,"167,456","211,203","294,863","77,251"
13-Mar-15,Well_#4,24,"2,154",148.691,741.826,21.59288,722.494,87.467,"169,254","213,447","298,071","78,044"
14-Mar-15,Well_#4,24,"2,150",148.697,720.613,21.83126,718.537,90.778,"171,056","215,693","301,335","78,841"
15-Mar-15,Well_#4,24,"2,150",148.695,703.878,21.92297,717.831,91.009,"172,872","217,952","304,501","79,612"
16-Mar-15,Well_#4,24,"2,148",148.695,691.638,21.96428,716.966,90.368,"174,691","220,210","307,692","80,382"
17-Mar-15,Well_#4,24,"2,151",148.693,680.786,21.638,719.345,90.364,"176,497","222,445","310,720","81,141"
18-Mar-15,Well_#4,24,"2,154",148.692,672.37,21.42075,722.25,90.821,"178,281","224,663","313,977","81,892"
19-Mar-15,Well_#4,24,"2,153",148.693,660.851,21.51527,721.434,90.175,"180,062","226,888","317,218","82,645"
20-Mar-15,Well_#4,24,"2,154",148.695,657.778,21.4304,720.943,89.957,"181,846","229,102","320,265","83,393"
21-Mar-15,Well_#4,24,"2,154",148.696,652.696,21.33326,720.487,91.377,"183,621","231,301","323,284","84,137"
22-Mar-15,Well_#4,24,"2,154",148.697,641.324,21.28883,720.084,89.603,"185,368","233,493","326,445","84,890"
23-Mar-15,Well_#4,24,"2,153",148.698,629.343,21.30934,719.045,90.225,"187,095","235,657","329,399","85,714"
24-Mar-15,Well_#4,24,"2,153",148.701,622.715,21.3288,717.151,91.179,"188,734","237,787","332,404","86,465"
25-Mar-15,Well_#4,24,"2,152",148.704,615.921,21.36468,716.352,90.596,"190,490","239,999","335,565","87,311"
26-Mar-15,Well_#4,24,"2,151",148.708,612.769,21.33183,713.978,91.548,"192,142","242,086","338,343","88,099"
27-Mar-15,Well_#4,24,"2,150",148.712,608.699,21.33459,712.853,91.585,"193,848","244,237","341,312","88,877"
28-Mar-15,Well_#4,24,"2,150",148.713,604.723,20.81662,712.109,91.004,"195,515","246,331","344,362","89,652"
29-Mar-15,Well_#4,24,"2,156",148.705,599.681,20.90946,716.689,90.734,"197,221","248,488","347,287","90,515"
30-Mar-15,Well_#4,24,"2,158",148.699,596.935,20.70415,718.618,89.652,"198,901","250,609","350,315","91,306"
31-Mar-15,Well_#4,24,"2,158",148.701,594.207,20.76541,716.864,91.365,"200,572","252,725","353,398","92,129"
01-Apr-15,Well_#4,24,"2,155",148.705,745.568,20.4208,713.582,91.326,"202,244","254,849","356,311","92,880"
02-Apr-15,Well_#4,24,"2,155",148.704,"1,155.34",20.82932,711.98,89.182,"203,927","257,000","359,376","93,694"
03-Apr-15,Well_#4,24,"2,153",148.704,"1,144.19",20.86392,709.435,87.931,"205,610","259,158","362,505","94,508"
04-Apr-15,Well_#4,24,"2,153",148.699,"1,146.24",20.80031,707.562,91.292,"207,277","261,282","365,480","95,309"
05-Apr-15,Well_#4,24,"2,154",148.696,"1,144.94",20.73307,706.707,91.231,"208,936","263,386","368,349","96,081"
06-Apr-15,Well_#4,24,"2,151",148.699,"1,127.59",20.80439,703.628,90.362,"210,599","265,466","371,364","96,825"
